id,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
620,2023-05-31T00:00:13,29.60061,-90.66109,0.0,333.0,511.0,R S WEEKS,nan,WCK9505,90.0,15.0,85.0,19.0,nan,33.0,A
621,2023-05-31T00:00:02,29.97233,-90.39923,0.0,190.9,254.0,LAKE VERRET,nan,WDK8302,57.0,12.0,205.0,18.0,2.8,57.0,A
622,2023-05-31T00:00:05,38.04038,-122.13718,0.0,294.0,58.0,DELTA DEANNA,IMO9833979,WDL9594,52.0,0.0,34.0,10.0,6.1,52.0,A
623,2023-05-31T00:00:01,48.56768,-123.47016,0.0,0.0,511.0,CUTTER ROCK,nan,nan,37.0,nan,16.0,4.0,1.7,nan,B
624,2023-05-31T00:00:05,42.71532,-68.73988,11.7,79.0,80.0,THORCO LIVA,IMO9643623,V7A5078,70.0,0.0,132.0,23.0,7.8,70.0,A
625,2023-05-31T00:00:01,46.48495,-84.29753,0.0,340.2,289.0,SUGAR ISLANDER II,nan,WCU8534,60.0,0.0,33.0,12.0,nan,60.0,A
626,2023-05-31T00:00:06,47.64614,-122.32796,0.0,343.0,511.0,ESTIVA,nan,WDJ4764,37.0,15.0,23.0,nan,nan,37.0,A
627,2023-05-31T00:00:03,25.79909,-80.24914,3.2,129.2,511.0,ATLAS,IMO0682459,WDI9664,31.0,3.0,17.0,6.0,2.8,31.0,A
628,2023-05-31T00:00:15,45.60716,-122.66335,0.2,19.0,511.0,LEGACY,nan,nan,37.0,nan,nan,nan,nan,nan,B
629,2023-05-31T00:00:03,30.04841,-90.53207,0.0,360.0,511.0,WOODY DUMAS,nan,WDH5966,31.0,0.0,18.0,7.0,nan,52.0,A
630,2023-05-31T00:00:00,41.04781,-71.33346,0.5,289.9,207.0,GABRIELLE ELIZABETH,IMO7733034,WDM8510,0.0,0.0,22.0,7.0,0.0,0.0,A
631,2023-05-31T00:00:02,27.83998,-97.0697,0.2,170.9,511.0,ARNOLD W OLIVER,nan,WCW4973,60.0,0.0,27.0,13.0,nan,60.0,A
632,2023-05-31T00:00:03,32.0821,-81.06328,0.0,219.9,511.0,DENNIS MORAN,IMO9967031,WDM9151,52.0,0.0,26.0,11.0,5.1,52.0,A
633,2023-05-31T00:00:00,30.34996,-88.50515,0.0,305.0,14.0,RUSTY MOORE,nan,WDL6345,57.0,12.0,121.0,18.0,2.8,57.0,A
634,2023-05-31T00:00:03,39.37781,-74.42306,0.0,40.7,244.0,USAV BRANDY STATION,nan,AADU,90.0,3.0,53.0,0.0,nan,0.0,A
635,2023-05-31T00:00:03,40.89463,-67.45957,4.7,228.8,219.0,AARSHEIM_JUNIOR,nan,WDL3282,30.0,15.0,34.0,9.0,0.0,30.0,A
636,2023-05-31T00:00:03,30.2546,-93.2026,0.0,250.6,6.0,LANEY BLESSEY WATKIN,nan,WDH4058,31.0,12.0,24.0,nan,nan,57.0,A
637,2023-05-31T00:00:03,29.06093,-88.9826,0.5,283.7,511.0,MR LLOYD,IMO8988480,WDH6207,60.0,15.0,50.0,9.0,nan,60.0,A
638,2023-05-31T00:00:04,33.69391,-118.2328,16.0,143.2,511.0,PETER MAC,IMO8982979,WDC9573,60.0,0.0,27.0,6.0,nan,90.0,A
639,2023-05-31T00:00:05,29.79481,-90.01479,0.0,280.0,511.0,LADY OF LOURDES,nan,WDE5493,31.0,12.0,22.0,9.0,nan,57.0,A
640,2023-05-31T00:00:05,40.69918,-74.15016,0.0,324.0,511.0,MARY ALICE,IMO7402738,WCX9570,31.0,0.0,30.0,8.0,3.6,31.0,A
641,2023-05-31T00:00:04,48.83457,-123.33839,5.0,294.0,511.0,ALGOSAR,IMO7634288,CFN4079,80.0,nan,132.0,19.0,6.8,nan,B
642,2023-05-31T00:00:06,29.12269,-90.21012,0.0,343.6,237.0,HARVEY FREEDOM,IMO9654256,KHFF,90.0,0.0,nan,nan,nan,0.0,A
643,2023-05-31T00:00:03,29.77034,-93.34695,0.0,281.3,4.0,TRISTAN K,IMO9636773,WDF7657,31.0,0.0,30.0,12.0,4.1,52.0,A
644,2023-05-31T00:00:02,47.60555,-122.36168,4.0,204.7,511.0,BAY LADY,nan,WCZ3958,99.0,8.0,0.0,0.0,0.0,99.0,A
645,2023-05-31T00:00:04,29.91272,-90.09223,14.8,67.2,67.0,MARGUISA ZIERIKZEE,IMO9317808,CQAV7,70.0,0.0,120.0,15.0,5.4,70.0,A
646,2023-05-31T00:00:07,29.94318,-92.89798,4.3,73.2,72.0,SANDY POINT,IMO8991085,WDB8067,31.0,12.0,22.0,9.0,nan,57.0,A
647,2023-05-31T00:00:03,29.6855,-91.1526,0.0,261.9,511.0,MISS BETH,nan,WDH2506,31.0,15.0,17.0,7.0,nan,52.0,A
648,2023-05-31T00:00:03,30.0179,-93.98177,0.0,360.0,302.0,CREOLE CRUSADER,nan,WDC3291,31.0,0.0,21.0,8.0,nan,57.0,A
649,2023-05-31T00:00:00,37.89505,-122.4387,38.4,141.8,511.0,NAPA,IMO8643004,WDE8110,60.0,0.0,42.0,11.0,1.5,40.0,A
650,2023-05-31T00:00:08,27.60382,-83.07329,11.3,280.9,280.0,LYNNE M. ROSE,IMO9753179,WDN2401,57.0,0.0,219.0,28.0,9.7,57.0,A
651,2023-05-31T00:00:04,30.43971,-91.19255,0.0,329.0,511.0,ELIZABETH B,IMO9585235,WDF3516,31.0,0.0,29.0,10.0,nan,31.0,A
652,2023-05-31T00:00:05,47.21356,-122.64339,7.8,314.3,511.0,RED BLUFF,nan,WDC6944,31.0,0.0,20.0,7.0,nan,52.0,A
653,2023-05-31T00:00:00,30.345,-87.28949,0.0,63.4,511.0,CG26119,nan,CG26119,51.0,0.0,7.0,3.0,0.0,51.0,A
654,2023-05-31T00:00:00,30.76239,-88.03148,0.0,360.0,511.0,SCOTT PRIDE,nan,WDE8842,31.0,0.0,14.0,6.0,nan,52.0,A
655,2023-05-31T00:00:07,30.05612,-93.73707,0.0,238.3,511.0,NICHOLAS VETO,nan,WDM4383,57.0,12.0,99.0,16.0,2.1,57.0,A
656,2023-05-31T00:00:05,49.1228,-123.18571,0.0,295.2,511.0,JEANNA MARIE,IMO7927790,VG7255,70.0,7.0,29.0,7.0,3.4,30.0,A
657,2023-05-31T00:00:00,48.68945,-123.40961,0.0,128.9,232.0,SKEENA QUEEN,IMO9137090,CFL8497,60.0,0.0,110.0,24.0,2.8,60.0,A
658,2023-05-31T00:00:01,40.86176,-70.07144,10.9,136.5,511.0,FLAVIAN S,nan,WDB2556,30.0,15.0,25.0,8.0,nan,30.0,A
659,2023-05-31T00:00:05,48.33221,-123.47933,7.7,19.2,511.0,HMCS NANAIMO,nan,CGAV,90.0,0.0,nan,nan,nan,35.0,A
660,2023-05-31T00:00:05,32.08207,-81.06293,0.0,96.5,271.0,WHIRLAWAY,nan,WDC9981,31.0,0.0,20.0,7.0,nan,52.0,A
661,2023-05-31T00:00:05,30.28201,-88.89235,5.4,89.0,511.0,LADY EDWINA,nan,WAG6868,31.0,0.0,0.0,0.0,3.0,31.0,A
662,2023-05-31T00:00:00,30.38796,-81.55671,0.0,267.6,511.0,SEWELLS POINT,IMO7517856,WYJ6341,31.0,0.0,30.0,8.0,4.0,52.0,A
663,2023-05-31T00:00:08,49.12306,-123.18176,0.0,360.0,511.0,VIKING FISHER,nan,nan,30.0,0.0,22.0,6.0,2.2,30.0,A
664,2023-05-31T00:00:00,33.73421,-118.26844,0.0,254.2,511.0,REDONDO,nan,WCD3906,60.0,0.0,18.0,7.0,nan,31.0,A
665,2023-05-31T00:00:02,30.05932,-93.48357,6.8,272.0,270.0,H.F. BEAN,IMO1233330,WDG8558,31.0,12.0,8.0,6.0,2.8,31.0,A
666,2023-05-31T00:00:03,39.58708,-75.59459,0.5,255.0,135.0,MARTIN EXPLORER,IMO9160853,WDB3168,76.0,0.0,121.0,21.0,5.1,76.0,A
667,2023-05-31T00:00:03,49.11934,-123.16604,0.0,270.7,19.0,FROSTI,IMO7628473,CFL3773,30.0,0.0,39.0,8.0,4.2,30.0,A
668,2023-05-31T00:00:00,48.74439,-122.49571,0.0,197.0,45.0,MARSHALL FOSS,IMO8971877,WDB9762,31.0,0.0,28.0,12.0,3.8,52.0,A
669,2023-05-31T00:00:05,33.76766,-118.21701,0.0,315.7,511.0,PONO,nan,WCB4095,31.0,0.0,22.0,8.0,nan,52.0,A
670,2023-05-31T00:00:09,35.37086,-120.85838,0.0,0.0,511.0,CG47210,nan,nan,90.0,0.0,14.0,nan,nan,51.0,A
671,2023-05-31T00:00:05,29.65901,-89.22483,8.4,189.1,511.0,SEA WOLF,IMO8036263,WDJ3604,30.0,15.0,49.0,9.0,nan,30.0,A
672,2023-05-31T00:00:09,40.58787,-80.23776,0.0,323.5,263.0,MISS BROOKE,nan,WDH2408,31.0,0.0,17.0,6.0,nan,57.0,A
673,2023-05-31T00:00:01,26.11416,-80.15466,4.0,266.7,268.0,VIVERE,nan,WDE3461,37.0,5.0,30.0,7.0,nan,37.0,A
674,2023-05-31T00:00:01,29.64108,-91.31139,5.8,75.6,75.0,SHERIDAN A,nan,WDH9115,31.0,12.0,26.0,nan,nan,57.0,A
675,2023-05-31T00:00:02,38.33385,-76.45959,0.0,360.0,511.0,JEZEBEL,nan,WDG6709,31.0,3.0,14.0,nan,nan,52.0,A
676,2023-05-31T00:00:00,30.7493,-88.04816,3.5,355.3,1.0,ELOY RIVERA,nan,WDG6813,31.0,12.0,25.0,9.0,nan,57.0,A
677,2023-05-31T00:00:02,38.5615,-121.5554,7.4,75.7,511.0,MIKE BRUSCO SR,nan,WDC3445,31.0,0.0,17.0,5.0,nan,99.0,A
678,2023-05-31T00:00:00,39.21639,-74.06506,0.4,248.5,72.0,HOS BROWNING,IMO9587398,XCBK8,99.0,3.0,89.0,18.0,5.4,99.0,A
679,2023-05-31T00:00:03,30.43056,-91.20756,0.0,142.0,511.0,REALIST,nan,WDN5074,31.0,15.0,28.0,10.0,3.2,31.0,A
680,2023-05-31T00:00:06,29.93872,-90.00618,1.2,307.6,511.0,WENDY C,nan,WDI9985,31.0,5.0,18.0,7.0,nan,31.0,A
681,2023-05-31T00:00:01,29.25938,-92.7265,11.2,294.2,295.0,HOLLYWOOD,IMO8428674,WDH7440,31.0,0.0,30.0,10.0,4.4,39.0,A
682,2023-05-31T00:00:00,40.65051,-74.11117,0.0,193.0,5.0,FRANKLIN REINAUER,IMO8987462,WCW8832,31.0,0.0,30.0,8.0,3.3,52.0,A
683,2023-05-31T00:00:01,29.83726,-92.3042,5.3,108.2,124.0,LEISA GAIL STRAFUSS,nan,WDH4277,31.0,0.0,22.0,nan,nan,52.0,A
684,2023-05-31T00:00:01,43.1749,-86.48389,13.7,25.5,27.0,SAM LAUD,IMO7390210,WZC7602,70.0,5.0,193.0,20.0,8.3,70.0,A
685,2023-05-31T00:00:17,49.15532,-123.54841,2.9,59.5,511.0,HELEN J,nan,CFN6439,31.0,11.0,14.0,6.0,0.3,31.0,A
686,2023-05-31T00:00:04,16.87868,-66.97506,12.6,119.3,118.0,MSC ILONA,IMO9225641,D5VK6,79.0,0.0,300.0,40.0,9.0,79.0,A
687,2023-05-31T00:00:01,48.07112,-122.64041,14.9,350.2,348.0,FOREST TRADER,IMO9614361,3FCW6,70.0,0.0,176.0,28.0,9.8,70.0,A
688,2023-05-31T00:00:01,29.26239,-89.35018,0.0,351.0,511.0,HALCYON,nan,WCG5821,37.0,15.0,38.0,7.0,nan,0.0,A
689,2023-05-31T00:00:01,30.4416,-81.32843,7.7,354.7,511.0,FORGIVEN,IMO8969800,WDG6667,30.0,nan,24.0,7.0,nan,nan,B
690,2023-05-31T00:00:02,29.26781,-89.33502,0.0,47.1,315.0,JS CHATRY,nan,WDK9297,33.0,3.0,95.0,22.0,3.0,33.0,A
691,2023-05-31T00:00:05,29.68502,-91.15113,0.0,321.6,193.0,FALCON,IMO8989927,WDH2087,31.0,0.0,24.0,7.0,3.5,31.0,A
692,2023-05-31T00:00:03,29.54338,-91.25399,11.1,276.0,511.0,LARRY J HEBERT,IMO8424068,WDF5953,31.0,0.0,27.0,8.0,3.2,52.0,A
693,2023-05-31T00:00:04,29.83942,-90.03924,5.6,54.0,511.0,C.C. CENAC,nan,WDM6070,52.0,15.0,18.0,8.0,0.0,52.0,A
694,2023-05-31T00:00:05,27.81288,-97.41027,1.0,27.4,511.0,COASTAL DAWN,IMO8644589,WDD5358,31.0,0.0,19.0,7.0,nan,31.0,A
695,2023-05-31T00:00:05,29.67188,-91.13488,0.0,278.4,511.0,CHRISTI C,nan,WDH7980,31.0,0.0,20.0,nan,nan,31.0,A
696,2023-05-31T00:00:05,18.46107,-66.0931,0.0,316.8,511.0,DOCTOR D,IMO8941597,WDI6998,31.0,12.0,21.0,7.0,nan,52.0,A
697,2023-05-31T00:00:01,29.31337,-94.77875,0.0,349.6,78.0,LONE STAR,nan,WCY9015,50.0,0.0,15.0,9.0,nan,50.0,A
698,2023-05-31T00:00:03,34.99947,-122.11074,13.7,120.3,116.0,CRYSTAL ROSE,IMO8312631,9HHW8,70.0,0.0,149.0,20.0,nan,71.0,A
699,2023-05-31T00:00:01,39.14112,-75.18384,7.6,125.3,511.0,KATHLEEN TURECAMO,IMO7047552,WDC3466,31.0,0.0,29.0,8.0,3.9,52.0,A
700,2023-05-31T00:00:05,37.99667,-90.03415,6.9,129.9,140.0,COOPERATIVE SPIRIT,nan,WDB9878,31.0,12.0,56.0,16.0,nan,57.0,A
701,2023-05-31T00:00:05,30.2076,-91.04784,0.0,0.0,288.0,DELACROIX,nan,WDL4998,52.0,12.0,21.0,10.0,2.2,57.0,A
702,2023-05-31T00:00:05,32.08205,-81.06369,0.0,304.5,262.0,COOPER MORAN,IMO9812547,WDI9156,31.0,0.0,28.0,nan,nan,52.0,A
703,2023-05-31T00:00:06,29.61125,-95.02543,0.0,116.2,269.0,DANIELLE GUIDRY,nan,WDC2442,31.0,0.0,16.0,6.0,nan,57.0,A
704,2023-05-31T00:00:03,33.77429,-118.24609,0.0,296.0,511.0,PEGASUS,nan,WDB8410,37.0,nan,15.0,3.0,nan,nan,B
705,2023-05-31T00:00:06,29.98248,-93.89279,1.9,292.1,511.0,SIDNEY B,nan,WDJ2991,52.0,2.0,nan,nan,nan,52.0,A
706,2023-05-31T00:00:04,29.8745,-90.07139,0.0,94.1,511.0,KYLE JOSEPH,nan,WDC4945,31.0,0.0,21.0,8.0,1.7,31.0,A
707,2023-05-31T00:00:04,29.46378,-94.96181,0.0,104.9,253.0,TRINITY,nan,WDC2625,31.0,0.0,22.0,7.0,nan,56.0,A
708,2023-05-31T00:00:05,47.135,-122.64667,0.0,247.3,511.0,ISLAND MIST,IMO8867911,WDH9725,31.0,0.0,27.0,9.0,nan,31.0,A
709,2023-05-31T00:00:05,29.7663,-91.71617,2.2,182.1,511.0,TRIPPER III,nan,WDF6586,60.0,0.0,23.0,9.0,nan,57.0,A
710,2023-05-31T00:00:06,27.82904,-97.14077,7.5,76.3,78.0,MATHEW J SCOTT,nan,WDI3973,31.0,0.0,18.0,7.0,nan,52.0,A
711,2023-05-31T00:00:05,29.74393,-95.19245,3.7,245.7,240.0,TRITON,IMO9792395,WDI4059,31.0,0.0,22.0,nan,nan,52.0,A
712,2023-05-31T00:00:07,49.31126,-123.10669,0.0,351.8,511.0,SEASPAN HAWK,IMO9072408,VG6972,31.0,5.0,25.0,9.0,2.5,52.0,A
713,2023-05-31T00:00:08,30.0486,-90.63854,0.0,354.3,315.0,HEATH WOOD,IMO9813216,WDI9776,31.0,5.0,35.0,11.0,nan,57.0,A
714,2023-05-31T00:00:00,45.07262,-66.1398,12.1,205.0,207.0,MAERSK NITEROI,IMO9434943,VRFW5,70.0,0.0,210.0,30.0,11.5,71.0,A
715,2023-05-31T00:00:07,29.81871,-90.00093,11.2,12.1,14.0,FAIRCHEM GRUTTO,IMO9919333,V7A5552,82.0,0.0,159.0,27.0,7.7,82.0,A
716,2023-05-31T00:00:00,36.79762,-76.29111,0.0,352.9,205.0,DELTA,IMO8644553,WDF9528,52.0,0.0,24.0,7.0,3.2,52.0,A
717,2023-05-31T00:00:06,39.30726,-75.38846,13.5,317.7,317.0,TOTONNO BOTTIGLIERI,IMO9439400,ICNT,80.0,0.0,242.0,42.0,15.3,80.0,A
718,2023-05-31T00:00:02,30.70707,-88.0382,1.5,177.9,511.0,JOANNE C,nan,WDB8767,31.0,0.0,17.0,7.0,nan,52.0,A
719,2023-05-31T00:00:07,26.83204,-80.05363,0.0,244.1,215.0,TRUE JOY,nan,nan,37.0,0.0,29.0,7.0,nan,37.0,A
720,2023-05-31T00:00:01,29.86106,-93.93835,0.0,233.9,347.0,SABINE,IMO9397391,WDF9981,31.0,0.0,29.0,10.0,3.7,52.0,A
721,2023-05-31T00:00:02,42.78171,-80.19475,0.0,257.9,324.0,CCGS CAPE HEARNE,nan,CG8078,90.0,5.0,13.0,4.0,2.2,51.0,A
722,2023-05-31T00:00:01,30.75003,-88.03547,0.0,233.8,23.0,JEFF MONTGOMERY,nan,WDE6011,31.0,12.0,23.0,10.0,nan,57.0,A
723,2023-05-31T00:00:01,30.1705,-91.00223,0.0,280.2,511.0,CSS SAVANNAH,nan,WDC3232,31.0,0.0,21.0,9.0,nan,31.0,A
724,2023-05-31T00:00:07,37.99098,-121.40503,4.9,117.0,115.0,LITO,IMO9337092,5BAU6,70.0,0.0,225.0,32.0,7.9,70.0,A
725,2023-05-31T00:00:17,29.78112,-92.18759,0.0,269.4,511.0,MISS SYDNEY,nan,WDH2300,31.0,0.0,20.0,nan,nan,31.0,A
726,2023-05-31T00:00:03,30.14462,-93.32894,0.0,321.5,101.0,PONTCHARTRAIN,nan,WDL6039,57.0,0.0,113.0,34.0,3.1,52.0,A
727,2023-05-31T00:00:00,41.88917,-87.62218,0.0,360.0,511.0,CHICAGO'S EMERALD LA,IMO1302780,WDL7035,0.0,0.0,30.0,9.0,2.2,60.0,A
728,2023-05-31T00:00:02,48.39457,-122.63567,31.5,231.6,511.0,NWFR MARINE 21,nan,nan,51.0,15.0,6.0,nan,nan,51.0,A
729,2023-05-31T00:00:03,30.75699,-88.04852,0.0,282.6,282.0,SAVAGE SPIRIT,nan,WDG6346,31.0,12.0,25.0,nan,nan,57.0,A
730,2023-05-31T00:00:18,26.13941,-80.10873,0.0,150.1,196.0,SOJOURN,nan,6YSG9,nan,8.0,nan,nan,nan,37.0,A
731,2023-05-31T00:00:00,30.70595,-88.03995,0.1,239.0,214.0,SAVANNAH,IMO9269738,WDD9810,31.0,0.0,29.0,10.0,nan,52.0,A
732,2023-05-31T00:00:03,43.10587,-70.29851,7.6,196.3,196.0,GRACIE M REINAUER,IMO9804605,WDI7449,31.0,0.0,35.0,nan,nan,57.0,A
733,2023-05-31T00:00:00,26.10136,-80.11942,0.0,175.2,166.0,PARTY GIRL,IMO1010258,ZGCK,37.0,0.0,62.0,12.0,3.7,37.0,A
734,2023-05-31T00:00:05,35.60912,-122.13048,6.7,319.2,511.0,GUTSY LADY 4,IMO8970469,WDG7854,30.0,0.0,26.0,7.0,nan,39.0,A
735,2023-05-31T00:00:01,30.20922,-91.05426,0.0,261.1,281.0,SPIRIT,nan,WDC2731,31.0,0.0,19.0,7.0,nan,52.0,A
736,2023-05-31T00:00:02,42.38409,-71.02711,3.2,66.9,63.0,JUSTICE,IMO9576571,WDG2184,31.0,15.0,29.0,10.0,5.3,52.0,A
737,2023-05-31T00:00:00,29.35097,-88.90533,16.8,303.3,511.0,MS.EMILY,IMO999975000,WDJ9153,20.0,0.0,0.0,0.0,0.0,29.0,A
738,2023-05-31T00:00:02,29.76277,-95.11102,1.0,91.4,511.0,STEPHANIE KENNELLY,nan,WDE3527,31.0,12.0,26.0,9.0,nan,31.0,A
739,2023-05-31T00:00:03,29.77047,-89.07307,0.1,360.0,118.0,FROSTY MORN,IMO7048960,WM7971,30.0,0.0,59.0,11.0,nan,30.0,A
740,2023-05-31T00:00:04,42.3695,-71.05499,3.2,263.7,511.0,SPIRIT OF WASHINGTON,IMO8793342,WDC9006,60.0,0.0,43.0,11.0,nan,60.0,A
741,2023-05-31T00:00:04,49.28103,-123.1901,0.0,36.0,511.0,ISLAND SCOUT,IMO8967450,CFG7527,31.0,15.0,23.0,7.0,3.4,52.0,A
742,2023-05-31T00:00:05,30.51484,-91.22379,0.0,284.5,211.0,SAFETY EXPLORER,nan,WDI4824,31.0,0.0,21.0,8.0,nan,31.0,A
743,2023-05-31T00:00:03,30.34229,-88.58208,3.8,24.7,511.0,SIGNET VALIANT,IMO8964551,WDF9598,31.0,15.0,24.0,9.0,nan,0.0,A
744,2023-05-31T00:00:05,41.52341,-70.67101,0.1,296.5,61.0,CORWITH CRAMER,IMO8617445,WTF3319,90.0,0.0,41.0,7.0,3.0,36.0,A
745,2023-05-31T00:00:06,30.47083,-88.01623,10.5,356.3,357.0,YASA MARS,IMO9848120,V7A2043,70.0,0.0,199.0,32.0,11.6,70.0,A
746,2023-05-31T00:00:01,29.94295,-90.17483,0.0,242.8,221.0,JOHNNY M,nan,WDF2053,31.0,0.0,26.0,9.0,nan,90.0,A
747,2023-05-31T00:00:06,37.84226,-122.46344,9.7,198.7,511.0,ADVENTURE CAT,nan,WBC3205,60.0,15.0,16.0,9.0,nan,36.0,A
748,2023-05-31T00:00:02,30.43997,-91.19255,0.0,285.2,511.0,ALLISON S,IMO8993588,WDC3396,31.0,0.0,32.0,7.0,3.7,31.0,A
749,2023-05-31T00:00:03,40.68809,-74.00656,0.0,322.2,511.0,EASTERN DAWN,nan,WDE4132,31.0,0.0,15.0,6.0,nan,31.0,A
750,2023-05-31T00:00:16,44.19486,-66.1663,0.0,44.9,511.0,VENTURE 2000,nan,nan,30.0,nan,nan,nan,nan,nan,B
751,2023-05-31T00:00:05,29.73179,-95.04247,7.4,276.2,279.0,COLE GUIDRY,nan,WDJ3088,90.0,0.0,nan,nan,nan,57.0,A
752,2023-05-31T00:00:15,38.95016,-74.88522,0.0,273.7,511.0,MR CONNOR,IMO8987553,WDF2688,31.0,0.0,22.0,7.0,2.1,52.0,A
753,2023-05-31T00:00:06,29.74377,-95.19306,3.6,244.5,241.0,ROBERTO,IMO9839727,9V5731,80.0,0.0,230.0,36.0,8.4,80.0,A
754,2023-05-31T00:00:01,39.19737,-76.57169,0.0,360.0,511.0,CG SPENCER,nan,NWHE,90.0,0.0,82.0,11.0,nan,55.0,A
755,2023-05-31T00:00:01,46.23304,-123.7215,13.2,53.2,52.0,LIBERTY PEACE,IMO9777890,WLIU,70.0,0.0,nan,nan,nan,70.0,A
756,2023-05-31T00:00:01,37.84581,-122.40614,6.1,196.9,209.0,PETER M,IMO8964549,WCY7481,31.0,0.0,27.0,9.0,3.2,52.0,A
757,2023-05-31T00:00:07,26.11506,-80.05243,10.7,101.3,98.0,DREAM,IMO1007017,V7A4590,37.0,0.0,60.0,11.0,3.7,37.0,A
758,2023-05-31T00:00:02,29.78524,-95.08836,3.3,261.6,258.0,FLORENCE DAVIS,IMO1296770,WDL2403,57.0,12.0,117.0,34.0,3.0,57.0,A
759,2023-05-31T00:00:03,48.43079,-123.37564,0.0,57.8,149.0,AQUA SERVICE,IMO9879478,CFA3494,99.0,0.0,24.0,11.0,3.6,99.0,A
760,2023-05-31T00:00:07,29.65439,-91.12355,0.0,88.8,237.0,MARCELLE BORDELON,IMO9350379,WDJ2038,90.0,5.0,49.0,10.0,3.0,79.0,A
761,2023-05-31T00:00:04,41.46323,-70.50696,13.5,4.9,10.0,PLAN SEA,nan,WDI2464,60.0,nan,10.0,4.0,nan,nan,B
762,2023-05-31T00:00:01,30.51433,-91.27709,4.8,206.4,190.0,GALE C,nan,WDC8728,31.0,0.0,56.0,15.0,nan,57.0,A
763,2023-05-31T00:00:04,46.50282,-84.35424,0.0,86.9,85.0,EDWIN H GOTT,IMO7606061,WDH7558,70.0,0.0,304.0,32.0,9.8,70.0,A
764,2023-05-31T00:00:01,29.07996,-95.20737,3.5,23.9,511.0,BROWN WATER I,nan,WDC3411,31.0,5.0,16.0,6.0,nan,31.0,A
765,2023-05-31T00:00:00,29.56064,-90.53014,5.7,89.7,511.0,TIM TAUZIN,nan,WDC3040,90.0,0.0,0.0,0.0,1.8,90.0,A
766,2023-05-31T00:00:02,27.6969,-82.72894,2.8,212.9,511.0,STARLITE SAPPHIRE,nan,WDG5513,60.0,0.0,30.0,6.0,nan,69.0,A
767,2023-05-31T00:00:03,33.73192,-118.26431,0.1,246.5,511.0,MASCO ENDEAVOR,IMO8987905,WDC2519,8.0,15.0,55.0,14.0,0.0,8.0,A
768,2023-05-31T00:00:03,29.12026,-91.51055,0.3,318.6,511.0,REM PROVIN DL AZUAY,IMO9654933,HC-5267,52.0,0.0,12.0,30.0,3.5,52.0,A
769,2023-05-31T00:00:04,29.61104,-94.92703,0.0,47.0,511.0,LADY JOYELLE,nan,WDH2555,31.0,0.0,20.0,nan,nan,52.0,A
770,2023-05-31T00:00:06,26.08861,-80.08313,7.7,145.3,130.0,AS FABRIZIA,IMO9395135,CQIU3,70.0,0.0,166.0,25.0,9.5,79.0,A
771,2023-05-31T00:00:05,41.60569,-81.92009,11.4,297.1,297.0,SEA DISCOVERER,IMO9213131,C6YZ8,60.0,0.0,91.0,15.0,3.8,60.0,A
772,2023-05-31T00:00:05,37.81501,-122.41769,22.6,90.0,511.0,P/V_GOLDEN_GATE,nan,WDK4954,50.0,0.0,21.0,6.0,0.0,50.0,A
773,2023-05-31T00:00:05,29.7265,-95.22541,0.0,214.8,270.0,CHARLES BOSTON,IMO1276022,WDL5403,57.0,12.0,206.0,18.0,0.0,52.0,A
774,2023-05-31T00:00:07,48.12244,-123.43023,0.0,222.9,32.0,COHO,IMO5076949,WM4599,60.0,0.0,104.0,22.0,3.8,60.0,A
775,2023-05-31T00:00:01,33.98335,-118.45593,0.0,360.0,511.0,FANTASEA ONE,nan,WCZ2107,60.0,15.0,26.0,9.0,nan,69.0,A
776,2023-05-31T00:00:06,41.8753,-87.60135,8.0,232.0,511.0,SHORELINE II,nan,WCY4503,60.0,0.0,21.0,7.0,nan,6.0,A
777,2023-05-31T00:00:02,48.24742,-123.47603,8.0,56.4,54.0,PONA,IMO9349875,D5YO8,71.0,0.0,222.0,30.0,9.8,71.0,A
778,2023-05-31T00:00:07,40.78885,-73.91897,0.2,32.0,34.0,HUNTS POINT,IMO9648049,WDH2432,90.0,9.0,88.0,21.0,4.6,80.0,A
779,2023-05-31T00:00:02,32.08184,-81.06535,0.1,230.0,269.0,ARKANSAS,nan,WDJ2212,31.0,15.0,nan,nan,nan,31.0,A
780,2023-05-31T00:00:03,28.91057,-89.72547,9.7,100.6,98.0,GREAT EXPECTATIONS,IMO9703693,WDH4032,90.0,0.0,95.0,20.0,nan,39.0,A
782,2023-05-31T00:00:03,42.9003,-79.24573,0.3,190.0,191.0,ALGOMA TRANSPORT,IMO7711737,VCLX,70.0,0.0,222.0,23.0,9.2,70.0,A
783,2023-05-31T00:00:03,37.7928,-122.28425,8.2,85.0,85.0,PISCES,IMO9550759,WDE7319,60.0,0.0,34.0,8.0,1.9,60.0,A
784,2023-05-31T00:00:00,46.25768,-124.02935,7.2,107.8,511.0,RAVEN,IMO8213304,WDI4987,30.0,7.0,22.0,6.0,nan,30.0,A
785,2023-05-31T00:00:02,35.09524,-90.17697,0.0,321.8,511.0,CHRIS FOSTER,nan,WDK3729,32.0,15.0,20.0,8.0,0.0,32.0,A
786,2023-05-31T00:00:03,29.89491,-92.46925,6.4,280.4,280.0,CAROLE L BRENT,nan,WDD5964,31.0,12.0,25.0,10.0,nan,57.0,A
