id,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
787,2023-05-31T00:00:01,30.01265,-90.76552,0.5,332.4,511.0,ED,nan,WDD6296,31.0,0.0,15.0,6.0,nan,52.0,A
788,2023-05-31T00:00:06,29.84367,-93.95191,6.7,192.5,189.0,BEN STRAFUSS,nan,WDH6685,31.0,12.0,22.0,nan,nan,57.0,A
789,2023-05-31T00:00:06,30.02199,-93.98739,0.0,270.1,347.0,HOWARD BLANK,nan,WDF2314,31.0,12.0,26.0,9.0,nan,31.0,A
790,2023-05-31T00:00:02,29.21066,-90.03336,0.0,298.8,511.0,BAD INTENTIONS,nan,nan,37.0,0.0,19.0,5.0,nan,37.0,A
791,2023-05-31T00:00:05,38.19053,-90.33148,4.4,310.0,511.0,STACY DIANNE,nan,WDL5914,31.0,4.0,17.0,8.0,0.0,31.0,A
792,2023-05-31T00:00:08,40.5054,-74.28569,0.0,0.0,511.0,CORNUCOPIA MAJESTY,nan,WDH5940,60.0,0.0,53.0,19.0,nan,60.0,A
793,2023-05-31T00:00:02,27.82197,-97.47977,0.0,272.8,511.0,SALVATION,nan,WDE7579,31.0,12.0,22.0,9.0,nan,57.0,A
794,2023-05-31T00:00:02,48.82749,-123.31913,12.5,287.7,287.0,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60.0,0.0,96.0,21.0,3.8,60.0,A
795,2023-05-31T00:00:02,47.64699,-122.33123,0.0,271.1,511.0,HER IDEA,nan,WDD7936,37.0,0.0,24.0,6.0,nan,37.0,A
796,2023-05-31T00:00:00,29.70295,-91.22171,0.0,276.4,511.0,DIXIE,nan,WDC5441,31.0,0.0,15.0,6.0,nan,52.0,A
797,2023-05-31T00:00:02,25.86886,-80.09627,6.5,353.0,511.0,ALCHEMY,nan,nan,37.0,nan,nan,nan,nan,nan,B
798,2023-05-31T00:00:05,29.6834,-91.27761,0.0,266.2,511.0,PAPOOSE,nan,WDL6437,57.0,12.0,14.0,6.0,2.0,57.0,A
799,2023-05-31T00:00:06,29.96673,-90.2512,0.0,217.8,293.0,CITY OF PITTSBURGH,nan,WDC2658,57.0,12.0,287.0,33.0,3.1,57.0,A
800,2023-05-31T00:00:00,48.31237,-125.89338,7.5,225.6,229.0,NORTHERN ALLIANCE,IMO8714437,CFN6077,30.0,7.0,39.0,9.0,4.1,30.0,A
801,2023-05-31T00:00:06,47.5107,-122.46327,0.0,105.2,228.0,WSF SEALTH,IMO7808152,WAK7089,60.0,0.0,100.0,23.0,5.2,60.0,A
